State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Tamil Nadu,Krishnagiri,Kaveripattinam(Uzhavar Sandhai ),Green Avare (W),Avare (W),Local,05-09-2025,7000,7000,7000
Tamil Nadu,Krishnagiri,Kaveripattinam(Uzhavar Sandhai ),Lemon,Lemon,Local,05-09-2025,6000,6000,6000
Tamil Nadu,Krishnagiri,Kaveripattinam(Uzhavar Sandhai ),Onion,Bellary,Local,05-09-2025,2500,3000,3000
Tamil Nadu,Krishnagiri,Kaveripattinam(Uzhavar Sandhai ),Potato,(Red Nanital),Local,05-09-2025,3000,4000,4000
Tamil Nadu,Krishnagiri,Kaveripattinam(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,05-09-2025,2000,2000,2000
Tamil Nadu,Krishnagiri,Kaveripattinam(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,05-09-2025,4000,4000,4000
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ),Amla(Nelli Kai),Amla,Local,05-09-2025,7000,8000,8000
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ),Beans,Beans (Whole),Local,05-09-2025,4500,5000,5000
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ),Bhindi(Ladies Finger),Bhindi,Local,05-09-2025,1200,1600,1600
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ),Cauliflower,Ranchi,Local,05-09-2025,2500,3000,3000
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,05-09-2025,8000,9000,9000
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ),Groundnut,Big (With Shell),Local,05-09-2025,5500,6000,6000
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ),Guava,Guava Alahabad,Local,05-09-2025,3500,4000,4000
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ),Mango (Raw-Ripe),Mango - Raw-Ripe,Local,05-09-2025,7000,8000,8000
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ),Papaya,Papaya,Local,05-09-2025,1600,2000,2000
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ),Potato,(Red Nanital),Local,05-09-2025,2400,2800,2800
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,05-09-2025,2000,2400,2400
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ),Snakeguard,Snakeguard,Local,05-09-2025,2000,2400,2400
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ),Tender Coconut,Tender Coconut,Local,05-09-2025,2500,3000,3000
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ),Thondekai,Thondekai,Local,05-09-2025,4500,5000,5000
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ),Tomato,Deshi,Local,05-09-2025,1600,2000,2000
Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,05-09-2025,3000,4000,4000
Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,05-09-2025,4000,4500,4500
Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ),Drumstick,Drumstick,Local,05-09-2025,5000,6000,6000
Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ),Grapes,Annabesahai,Local,05-09-2025,8000,12000,12000
Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ),Onion,Bellary,Local,05-09-2025,2500,2800,2800
Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ),Potato,(Red Nanital),Local,05-09-2025,3000,4800,4800
Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ),Thondekai,Thondekai,Local,05-09-2025,3000,4000,4000
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Chow Chow,Chow Chow,Local,05-09-2025,3200,3200,3200
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Cluster beans,Cluster Beans,Local,05-09-2025,4000,4000,4000
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Cucumbar(Kheera),Cucumbar,Local,05-09-2025,3000,3000,3000
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Onion,Bellary,Local,05-09-2025,3000,3600,3600
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,05-09-2025,2400,2400,2400
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Rose(Local),Rose (Local),Local,05-09-2025,12000,12000,12000
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Tender Coconut,Tender Coconut,Local,05-09-2025,3500,4000,4000
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Yam (Ratalu),Yam (Ratalu),Local,05-09-2025,9000,9000,9000
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ),Bitter gourd,Bitter Gourd,Local,05-09-2025,4000,4500,4500
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ),Cabbage,Cabbage,Local,05-09-2025,1800,2000,2000
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ),Chow Chow,Chow Chow,Local,05-09-2025,2500,2800,2800
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,05-09-2025,8000,10000,10000
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,05-09-2025,6000,7000,7000
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ),Guava,Guava Alahabad,Local,05-09-2025,5000,6000,6000
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ),Jamun(Narale Hannu),Jamun,Local,05-09-2025,18000,20000,20000
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ),Potato,(Red Nanital),Local,05-09-2025,4200,4800,4800
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,05-09-2025,2500,3000,3000
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ),Raddish,Raddish,Local,05-09-2025,1800,2000,2000
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ),Tomato,Deshi,Local,05-09-2025,2000,2400,2400
Tamil Nadu,Madurai,Melur(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,05-09-2025,1800,2200,2200
Tamil Nadu,Madurai,Melur(Uzhavar Sandhai ),Brinjal,Round,Local,05-09-2025,4500,4800,4800
Tamil Nadu,Madurai,Melur(Uzhavar Sandhai ),Cowpea(Veg),Cowpea (Veg),Local,05-09-2025,3000,3600,3600
Tamil Nadu,Madurai,Melur(Uzhavar Sandhai ),Tomato,Deshi,Local,05-09-2025,2000,2400,2400
Tamil Nadu,Madurai,Melur(Uzhavar Sandhai ),Yam (Ratalu),Yam (Ratalu),Local,05-09-2025,6000,7000,7000
Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,05-09-2025,3000,3600,3600
Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ),Capsicum,Capsicum,Local,05-09-2025,6000,7000,7000
Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ),Drumstick,Drumstick,Local,05-09-2025,4000,6000,6000
Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ),Grapes,Annabesahai,Local,05-09-2025,10000,12000,12000
Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ),Green Avare (W),Avare (W),Local,05-09-2025,4000,6500,6500
Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ),Mousambi(Sweet Lime),Mousambi,Local,05-09-2025,5000,6000,6000
Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ),Orange,Darjeeling,Local,05-09-2025,15000,17000,17000
Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ),Pomegranate,Pomogranate,Local,05-09-2025,18000,24000,24000
Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,05-09-2025,4000,5500,5500
Tamil Nadu,Madurai,Thirumangalam(Uzhavar Sandhai ),Onion Green,Onion Green,Local,05-09-2025,4200,4500,4500
Tamil Nadu,Madurai,Thirumangalam(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,05-09-2025,2500,3000,3000
Tamil Nadu,Madurai,Thirumangalam(Uzhavar Sandhai ),Snakeguard,Snakeguard,Local,05-09-2025,4000,4500,4500
Tamil Nadu,Madurai,Thirumangalam(Uzhavar Sandhai ),Tomato,Deshi,Local,05-09-2025,2000,2400,2400
Tamil Nadu,Madurai,Usilampatty,Amaranthus,Amaranthus,Local,05-09-2025,3000,3600,3600
Tamil Nadu,Madurai,Usilampatty,Bottle gourd,Bottle Gourd,Local,05-09-2025,3000,3600,3600
Tamil Nadu,Madurai,Usilampatty,Lemon,Lemon,Local,05-09-2025,6000,7000,7000
Tamil Nadu,Madurai,Usilampatty,Onion,Bellary,Local,05-09-2025,2400,2800,2800
Tamil Nadu,Madurai,Usilampatty,Tapioca,Tapioca,Local,05-09-2025,2500,3000,3000
Tamil Nadu,Madurai,Usilampatty,Tomato,Deshi,Local,05-09-2025,2000,2400,2400
Tamil Nadu,Nagapattinam,Mayiladuthurai(Uzhavar Sandhai ),Cauliflower,Ranchi,Local,05-09-2025,4000,4000,4000
Tamil Nadu,Nagapattinam,Mayiladuthurai(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,05-09-2025,3500,4000,4000
Tamil Nadu,Nagapattinam,Mayiladuthurai(Uzhavar Sandhai ),Tender Coconut,Tender Coconut,Local,05-09-2025,2000,2500,2500
Tamil Nadu,Nagapattinam,Mayiladuthurai(Uzhavar Sandhai ),Tomato,Deshi,Local,05-09-2025,3500,4000,4000
Tamil Nadu,Nagapattinam,Nagapattinam(Uzhavar Sandhai ),Brinjal,Round,Local,05-09-2025,3000,4500,4500
Tamil Nadu,Nagapattinam,Nagapattinam(Uzhavar Sandhai ),Carrot,Pusakesar,Local,05-09-2025,5000,6000,6000
Tamil Nadu,Nagapattinam,Nagapattinam(Uzhavar Sandhai ),Cauliflower,Ranchi,Local,05-09-2025,4000,4500,4500
Tamil Nadu,Nagapattinam,Nagapattinam(Uzhavar Sandhai ),Cucumbar(Kheera),Cucumbar,Local,05-09-2025,4500,5000,5000
Tamil Nadu,Nagapattinam,Nagapattinam(Uzhavar Sandhai ),Drumstick,Drumstick,Local,05-09-2025,2000,2000,2000
Tamil Nadu,Nagapattinam,Nagapattinam(Uzhavar Sandhai ),Mango (Raw-Ripe),Mango - Raw-Ripe,Local,05-09-2025,4500,6000,6000
Tamil Nadu,Nagapattinam,Nagapattinam(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,05-09-2025,2000,2500,2500
Tamil Nadu,Nagapattinam,Nagapattinam(Uzhavar Sandhai ),Tamarind Fruit,Tamarind Fruit,Local,05-09-2025,14000,16000,16000
Tamil Nadu,Nagapattinam,Nagapattinam(Uzhavar Sandhai ),Tapioca,Tapioca,Local,05-09-2025,4000,4000,4000
Tamil Nadu,Nagapattinam,Sirkali(Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,05-09-2025,1500,2000,2000
Tamil Nadu,Nagapattinam,Sirkali(Uzhavar Sandhai ),Chow Chow,Chow Chow,Local,05-09-2025,3000,3600,3600
Tamil Nadu,Nagapattinam,Sirkali(Uzhavar Sandhai ),Coconut,Coconut,Local,05-09-2025,3500,4000,4000
Tamil Nadu,Nagapattinam,Sirkali(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,05-09-2025,3500,4000,4000
Tamil Nadu,Nagapattinam,Sirkali(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,05-09-2025,5500,6000,6000
Tamil Nadu,Nagapattinam,Sirkali(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,05-09-2025,4000,4400,4400
Tamil Nadu,Nagapattinam,Sirkali(Uzhavar Sandhai ),Yam (Ratalu),Yam (Ratalu),Local,05-09-2025,8000,8000,8000
Tamil Nadu,Nagercoil (Kannyiakumari),Myladi(Uzhavar Sandhai ),Banana,Besrai,Local,05-09-2025,5500,6000,6000
Tamil Nadu,Nagercoil (Kannyiakumari),Myladi(Uzhavar Sandhai ),Potato,(Red Nanital),Local,05-09-2025,3800,4000,4000
Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri,Amaranthus,Amaranthus,Local,05-09-2025,800,1000,1000
Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri,Banana - Green,Banana - Green,Local,05-09-2025,4500,5000,5000
Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri,Beetroot,Beetroot,Local,05-09-2025,3500,3800,3800
Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri,Brinjal,Round,Local,05-09-2025,8500,9000,9000
Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri,Cabbage,Cabbage,Local,05-09-2025,2500,3000,3000
Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri,Green Chilli,Green Chilly,Local,05-09-2025,7500,8000,8000
Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri,Jasmine,Jasmine,Local,05-09-2025,100000,110000,110000
Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri,Kakada,Kakada,Local,05-09-2025,70000,75000,75000
Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri,Lime,Lime,Local,05-09-2025,5500,6000,6000
Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri,Pineapple,Pine Apple,Local,05-09-2025,3500,4000,4000
Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri,Pumpkin,Pumpkin,Local,05-09-2025,2500,2800,2800
Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri,Tapioca,Tapioca,Local,05-09-2025,3500,4000,4000
Tamil Nadu,Namakkal,Kumarapalayam(Uzhavar Sandhai ),Beetroot,Beetroot,Local,05-09-2025,4000,5000,5000
Tamil Nadu,Namakkal,Kumarapalayam(Uzhavar Sandhai ),Cauliflower,Ranchi,Local,05-09-2025,2500,3500,3500
Tamil Nadu,Namakkal,Kumarapalayam(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,05-09-2025,6000,6500,6500
Tamil Nadu,Namakkal,Kumarapalayam(Uzhavar Sandhai ),Lemon,Lemon,Local,05-09-2025,5000,5500,5500
Tamil Nadu,Namakkal,Kumarapalayam(Uzhavar Sandhai ),Lime,Lime,Local,05-09-2025,3000,3500,3500
Tamil Nadu,Namakkal,Kumarapalayam(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,05-09-2025,4500,5000,5000
Tamil Nadu,Namakkal,Mohanur(Uzhavar Sandhai ),Carrot,Pusakesar,Local,05-09-2025,7000,8000,8000
Tamil Nadu,Namakkal,Mohanur(Uzhavar Sandhai ),Cauliflower,Ranchi,Local,05-09-2025,2500,3000,3000
Tamil Nadu,Namakkal,Mohanur(Uzhavar Sandhai ),Cluster beans,Cluster Beans,Local,05-09-2025,3500,4000,4000
Tamil Nadu,Namakkal,Mohanur(Uzhavar Sandhai ),Drumstick,Drumstick,Local,05-09-2025,5000,6000,6000
Tamil Nadu,Namakkal,Mohanur(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,05-09-2025,9000,10000,10000
Tamil Nadu,Namakkal,Mohanur(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,05-09-2025,7000,8000,8000
Tamil Nadu,Namakkal,Mohanur(Uzhavar Sandhai ),Onion,Bellary,Local,05-09-2025,3000,3500,3500
Tamil Nadu,Namakkal,Mohanur(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,05-09-2025,2000,2500,2500
Tamil Nadu,Namakkal,Mohanur(Uzhavar Sandhai ),Raddish,Raddish,Local,05-09-2025,3000,3500,3500
Tamil Nadu,Namakkal,Mohanur(Uzhavar Sandhai ),Tender Coconut,Tender Coconut,Local,05-09-2025,3500,4000,4000
Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ),Ashgourd,Gouard,Local,05-09-2025,1500,2000,2000
Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ),Bhindi(Ladies Finger),Bhindi,Local,05-09-2025,2500,3000,3000
Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ),Cabbage,Cabbage,Local,05-09-2025,2000,2400,2400
Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,05-09-2025,6000,7000,7000
Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ),Indian Beans (Seam),Indian Beans (Seam),Local,05-09-2025,7000,7500,7500
Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ),Jack Fruit,Jack Fruit,Local,05-09-2025,2500,3000,3000
Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ),Lemon,Lemon,Local,05-09-2025,6000,6500,6500
Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ),Tender Coconut,Tender Coconut,Local,05-09-2025,1500,3500,3500
Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ),Cauliflower,Ranchi,Local,05-09-2025,2500,3000,3000
Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ),Cluster beans,Cluster Beans,Local,05-09-2025,3500,4000,4000
Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ),Guava,Guava Alahabad,Local,05-09-2025,4500,5000,5000
Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ),Mango (Raw-Ripe),Mango - Raw-Ripe,Local,05-09-2025,4500,5000,5000
Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ),Tender Coconut,Tender Coconut,Local,05-09-2025,3000,3500,3500
Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ),Amla(Nelli Kai),Amla,Local,05-09-2025,6000,7000,7000
Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ),Beetroot,Beetroot,Local,05-09-2025,4000,5000,5000
Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,05-09-2025,8000,9000,9000
Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ),Guava,Guava Alahabad,Local,05-09-2025,4000,5000,5000
Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ),Marigold(Calcutta),Marigold(Calcutta),Local,05-09-2025,20000,22000,22000
Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,05-09-2025,4000,4500,4500
Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ),Thondekai,Thondekai,Local,05-09-2025,4000,5000,5000
Tamil Nadu,Namakkal,Tiruchengode,Ashgourd,Gouard,Local,05-09-2025,2000,2500,2500
Tamil Nadu,Namakkal,Tiruchengode,Bottle gourd,Bottle Gourd,Local,05-09-2025,1000,1500,1500
Tamil Nadu,Namakkal,Tiruchengode,Cabbage,Cabbage,Local,05-09-2025,1500,2000,2000
Tamil Nadu,Namakkal,Tiruchengode,Chow Chow,Chow Chow,Local,05-09-2025,3000,3500,3500
Tamil Nadu,Namakkal,Tiruchengode,Coriander(Leaves),I Sort,Local,05-09-2025,4500,5000,5000
Tamil Nadu,Namakkal,Tiruchengode,Guava,Guava Alahabad,Local,05-09-2025,5000,6000,6000
Tamil Nadu,Namakkal,Tiruchengode,Pumpkin,Pumpkin,Local,05-09-2025,3000,3500,3500
Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Apple,American,Local,05-09-2025,12000,22000,22000
Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Beetroot,Beetroot,Local,05-09-2025,2400,2800,2800
Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Cauliflower,Ranchi,Local,05-09-2025,4000,4000,4000
Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Chili Red,Bold,Local,05-09-2025,15000,17000,17000
Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Cluster beans,Cluster Beans,Local,05-09-2025,4800,4800,4800
Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Coconut,Coconut,Local,05-09-2025,5000,5000,5000
Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Elephant Yam (Suran),Elephant Yam (Suran),Local,05-09-2025,5000,6000,6000
Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Grapes,Annabesahai,Local,05-09-2025,10000,12000,12000
Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,05-09-2025,5000,5600,5600
Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Lime,Lime,Local,05-09-2025,5000,5000,5000
Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Sweet Potato,Hosur Red,Local,05-09-2025,5000,6000,6000
Tamil Nadu,Pudukkottai,Alangudi(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,05-09-2025,2500,3000,3000
Tamil Nadu,Pudukkottai,Alangudi(Uzhavar Sandhai ),Cluster beans,Cluster Beans,Local,05-09-2025,3500,4000,4000
Tamil Nadu,Pudukkottai,Alangudi(Uzhavar Sandhai ),Papaya,Papaya,Local,05-09-2025,2500,3000,3000
Tamil Nadu,Pudukkottai,Aranthangi(Uzhavar Sandhai ),Green Avare (W),Avare (W),Local,05-09-2025,6000,7000,7000
Tamil Nadu,Pudukkottai,Aranthangi(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,05-09-2025,4500,5000,5000
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Coconut,Coconut,Local,05-09-2025,5000,6000,6000
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Drumstick,Drumstick,Local,05-09-2025,3000,3500,3500
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,05-09-2025,7000,8000,8000
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,05-09-2025,3000,4000,4000
Tamil Nadu,Pudukkottai,Karambakkudi(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,05-09-2025,2000,2500,2500
Tamil Nadu,Pudukkottai,Karambakkudi(Uzhavar Sandhai ),Cluster beans,Cluster Beans,Local,05-09-2025,3500,4000,4000
Tamil Nadu,Pudukkottai,Karambakkudi(Uzhavar Sandhai ),Drumstick,Drumstick,Local,05-09-2025,4000,5000,5000
Tamil Nadu,Pudukkottai,Karambakkudi(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,05-09-2025,5000,6000,6000
Tamil Nadu,Pudukkottai,Karambakkudi(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,05-09-2025,4000,5000,5000
Tamil Nadu,Pudukkottai,Karambakkudi(Uzhavar Sandhai ),Onion Green,Onion Green,Local,05-09-2025,4000,5000,5000
Tamil Nadu,Pudukkottai,Karambakkudi(Uzhavar Sandhai ),Papaya,Papaya,Local,05-09-2025,2500,3000,3000
Tamil Nadu,Pudukkottai,Karambakkudi(Uzhavar Sandhai ),Raddish,Raddish,Local,05-09-2025,2000,2500,2500
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Beans,Beans (Whole),Local,05-09-2025,5000,6000,6000
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Brinjal,Round,Local,05-09-2025,6000,7000,7000
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Cauliflower,Ranchi,Local,05-09-2025,4500,5000,5000
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Cowpea(Veg),Cowpea (Veg),Local,05-09-2025,1500,2000,2000
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,05-09-2025,9000,10000,10000
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Guava,Guava Alahabad,Local,05-09-2025,6000,7000,7000
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Mango (Raw-Ripe),Mango - Raw-Ripe,Local,05-09-2025,11000,12000,12000
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Mashrooms,Mashrooms,Local,05-09-2025,24000,25000,25000
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Onion Green,Onion Green,Local,05-09-2025,4500,5000,5000
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Papaya,Papaya,Local,05-09-2025,3500,4000,4000
Tamil Nadu,Pudukkottai,Viralimalai(Uzhavar Sandhai ),Lemon,Lemon,Local,05-09-2025,4200,5000,5000
Tamil Nadu,Ramanathapuram,Kamuthi(Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,05-09-2025,3500,4000,4000
Tamil Nadu,Ramanathapuram,Kamuthi(Uzhavar Sandhai ),Brinjal,Round,Local,05-09-2025,5000,6000,6000
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,05-09-2025,3500,4000,4000
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Banana,Besrai,Local,05-09-2025,4500,5000,5000
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Bitter gourd,Bitter Gourd,Local,05-09-2025,5000,6000,6000
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Carrot,Pusakesar,Local,05-09-2025,5500,6000,6000
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Cauliflower,Ranchi,Local,05-09-2025,4000,4500,4500
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Chow Chow,Chow Chow,Local,05-09-2025,3000,3500,3500
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Colacasia,Colacasia,Local,05-09-2025,7500,8000,8000
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Jasmine,Jasmine,Local,05-09-2025,45000,50000,50000
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Marigold(Calcutta),Marigold(Calcutta),Local,05-09-2025,11000,12000,12000
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,05-09-2025,6500,7000,7000
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Tube Flower,Tube Flower,Local,05-09-2025,45000,50000,50000
Tamil Nadu,Ramanathapuram,Ramanathapuram(Uzhavar Sandhai ),Brinjal,Round,Local,05-09-2025,5500,6000,6000
Tamil Nadu,Ramanathapuram,Ramanathapuram(Uzhavar Sandhai ),Cluster beans,Cluster Beans,Local,05-09-2025,4000,4500,4500
Tamil Nadu,Ramanathapuram,Ramanathapuram(Uzhavar Sandhai ),Lemon,Lemon,Local,05-09-2025,6500,7000,7000
Tamil Nadu,Ramanathapuram,Ramanathapuram(Uzhavar Sandhai ),Marigold(Calcutta),Marigold(Calcutta),Local,05-09-2025,6000,6500,6500
Tamil Nadu,Ramanathapuram,Ramanathapuram(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,05-09-2025,6500,7000,7000
